2021-06-29 12:06:819 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 12:06:485 INFO  RegisterationPage :87 - Entering Last Name[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //input[@id = 'LastName']]
2021-06-29 12:06:70 INFO  RegisterationPage :94 - select birth date,month and year  [[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //select[@name = 'DateOfBirthDay']][[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //select[@name = 'DateOfBirthMonth']][[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //select[@name = 'DateOfBirthYear']]
2021-06-29 12:06:191 INFO  RegisterationPage :113 - Entering Email[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //input[@id = 'Email']]
2021-06-29 12:06:305 INFO  RegisterationPage :118 - Entering Company Name[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //input[@id = 'Company']]
2021-06-29 12:06:420 INFO  RegisterationPage :123 - Entering password[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //input[@id = 'Password']]
2021-06-29 12:06:538 INFO  RegisterationPage :128 - Entering Confirm Password[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //input[@id = 'ConfirmPassword']]
2021-06-29 12:06:497 INFO  RegisterationPage :132 - Clicking on Register ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[@id = 'register-button']'
2021-06-29 12:06:513 INFO  RegisterationPage :135 - Get Registeration Success Page Text[[ChromeDriver: chrome on WINDOWS (f898745300d42b82e9422782fca6ae12)] -> xpath: //div[contains(text(), 'Your registration completed')]]
2021-06-29 12:06:655 INFO  RegisterationPage :140 - Clicking on Log Out ButtonProxy element for: DefaultElementLocator 'By.xpath: //a[@class='ico-logout']'
2021-06-29 13:06:889 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:721 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (09a0642526acb5ed46ad181f2f202a8d)] -> link text: Log in]
2021-06-29 13:06:754 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (09a0642526acb5ed46ad181f2f202a8d)] -> xpath: //div[@class='page-title']//h1]
2021-06-29 13:06:29 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:315 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (553f731b28ffe1bbe4523ae4cb530b02)] -> link text: Log in]
2021-06-29 13:06:352 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (553f731b28ffe1bbe4523ae4cb530b02)] -> xpath: //div[@class='page-title']//h1]
2021-06-29 13:06:673 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:493 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (e30cfdc9c9ddc157815d3276bfd25d90)] -> link text: Log in]
2021-06-29 13:06:620 INFO  LoginPage :40 - Entering email address : jarvis@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (e30cfdc9c9ddc157815d3276bfd25d90)] -> id: Email]
2021-06-29 13:06:713 INFO  LoginPage :45 - Entering password : test123 to password field : [[ChromeDriver: chrome on WINDOWS (e30cfdc9c9ddc157815d3276bfd25d90)] -> id: Password]
2021-06-29 13:06:806 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (e30cfdc9c9ddc157815d3276bfd25d90)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:826 INFO  LoginPage :59 - Getting welcome Text from:[[ChromeDriver: chrome on WINDOWS (e30cfdc9c9ddc157815d3276bfd25d90)] -> xpath: //div[@class='topic-block-title']//h2]
2021-06-29 13:06:311 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:680 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (b83ea65811d2ebded35bf1801845eb92)] -> link text: Log in]
2021-06-29 13:06:788 INFO  LoginPage :40 - Entering email address : abc@test.com to email field : [[ChromeDriver: chrome on WINDOWS (b83ea65811d2ebded35bf1801845eb92)] -> id: Email]
2021-06-29 13:06:884 INFO  LoginPage :45 - Entering password : 123 to password field : [[ChromeDriver: chrome on WINDOWS (b83ea65811d2ebded35bf1801845eb92)] -> id: Password]
2021-06-29 13:06:965 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (b83ea65811d2ebded35bf1801845eb92)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:116 INFO  LoginPage :64 - Getting error message from: Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='message-error validation-summary-errors']'
2021-06-29 13:06:740 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:251 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (5b5642f69ccba829a159b3bfa019c240)] -> link text: Log in]
2021-06-29 13:06:358 INFO  LoginPage :40 - Entering email address : xyz@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (5b5642f69ccba829a159b3bfa019c240)] -> id: Email]
2021-06-29 13:06:456 INFO  LoginPage :45 - Entering password : avc to password field : [[ChromeDriver: chrome on WINDOWS (5b5642f69ccba829a159b3bfa019c240)] -> id: Password]
2021-06-29 13:06:548 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (5b5642f69ccba829a159b3bfa019c240)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:155 INFO  LoginPage :64 - Getting error message from: Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='message-error validation-summary-errors']'
2021-06-29 13:06:213 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:801 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (63903050ed0f0aa63627f89d6ebc41f6)] -> link text: Log in]
2021-06-29 13:06:908 INFO  LoginPage :40 - Entering email address : test@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (63903050ed0f0aa63627f89d6ebc41f6)] -> id: Email]
2021-06-29 13:06:06 INFO  LoginPage :45 - Entering password : 12345 to password field : [[ChromeDriver: chrome on WINDOWS (63903050ed0f0aa63627f89d6ebc41f6)] -> id: Password]
2021-06-29 13:06:98 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (63903050ed0f0aa63627f89d6ebc41f6)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:386 INFO  LoginPage :64 - Getting error message from: Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='message-error validation-summary-errors']'
2021-06-29 13:06:242 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:889 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (54fab6f082ebc958da4f0dc17333bff8)] -> link text: Log in]
2021-06-29 13:06:922 INFO  LoginPage :54 - Getting text from : [[ChromeDriver: chrome on WINDOWS (54fab6f082ebc958da4f0dc17333bff8)] -> xpath: //div[@class='page-title']//h1]
2021-06-29 13:06:85 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:857 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (8ccb5629778349cc33d4be9af6566e08)] -> link text: Log in]
2021-06-29 13:06:00 INFO  LoginPage :40 - Entering email address : jarvis@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (8ccb5629778349cc33d4be9af6566e08)] -> id: Email]
2021-06-29 13:06:109 INFO  LoginPage :45 - Entering password : test123 to password field : [[ChromeDriver: chrome on WINDOWS (8ccb5629778349cc33d4be9af6566e08)] -> id: Password]
2021-06-29 13:06:272 INFO  LoginPage :50 - Clicking on login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[@class='button-1 login-button']'
2021-06-29 13:06:300 INFO  LoginPage :59 - Getting welcome Text from:[[ChromeDriver: chrome on WINDOWS (8ccb5629778349cc33d4be9af6566e08)] -> xpath: //div[@class='topic-block-title']//h2]
2021-06-29 13:06:115 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:583 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (ed3138ae802a32e585ad007bd0ccb13b)] -> link text: Log in]
2021-06-29 13:06:741 INFO  LoginPage :40 - Entering email address : abc@test.com to email field : [[ChromeDriver: chrome on WINDOWS (ed3138ae802a32e585ad007bd0ccb13b)] -> id: Email]
2021-06-29 13:06:841 INFO  LoginPage :45 - Entering password : 123 to password field : [[ChromeDriver: chrome on WINDOWS (ed3138ae802a32e585ad007bd0ccb13b)] -> id: Password]
2021-06-29 13:06:881 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (ed3138ae802a32e585ad007bd0ccb13b)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:912 INFO  LoginPage :64 - Getting error message from: [[ChromeDriver: chrome on WINDOWS (ed3138ae802a32e585ad007bd0ccb13b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-29 13:06:162 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:510 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (342f801b6d68bc47a59fe31f36eee718)] -> link text: Log in]
2021-06-29 13:06:669 INFO  LoginPage :40 - Entering email address : xyz@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (342f801b6d68bc47a59fe31f36eee718)] -> id: Email]
2021-06-29 13:06:769 INFO  LoginPage :45 - Entering password : avc to password field : [[ChromeDriver: chrome on WINDOWS (342f801b6d68bc47a59fe31f36eee718)] -> id: Password]
2021-06-29 13:06:868 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (342f801b6d68bc47a59fe31f36eee718)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:885 INFO  LoginPage :64 - Getting error message from: [[ChromeDriver: chrome on WINDOWS (342f801b6d68bc47a59fe31f36eee718)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-29 13:06:874 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:768 INFO  HomePage :25 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (8b422b2135414faaec7118808a9f6656)] -> link text: Log in]
2021-06-29 13:06:892 INFO  LoginPage :40 - Entering email address : test@gmail.com to email field : [[ChromeDriver: chrome on WINDOWS (8b422b2135414faaec7118808a9f6656)] -> id: Email]
2021-06-29 13:06:15 INFO  LoginPage :45 - Entering password : 12345 to password field : [[ChromeDriver: chrome on WINDOWS (8b422b2135414faaec7118808a9f6656)] -> id: Password]
2021-06-29 13:06:84 INFO  LoginPage :50 - Clicking on login button : [[ChromeDriver: chrome on WINDOWS (8b422b2135414faaec7118808a9f6656)] -> xpath: //button[@class='button-1 login-button']]
2021-06-29 13:06:102 INFO  LoginPage :64 - Getting error message from: [[ChromeDriver: chrome on WINDOWS (8b422b2135414faaec7118808a9f6656)] -> xpath: //div[@class='message-error validation-summary-errors']]
